residue,R,leg,water_O_idx,acceptor_atom,mean_dist_A,std_dist_A,strong,stable,mechanistic
THR124,-0.7733,water_H → protein,18353,O,6.703,0.0,False,True,False
THR124,-0.7733,water_H → protein,8045,N,6.704,0.0,False,True,False
THR124,-0.7733,water_H → protein,10442,O,6.704,0.0,False,True,False
THR124,-0.7733,water_H → protein,21779,O,6.704,0.0,False,True,False
THR124,-0.7733,water_H → protein,7592,N,6.708,0.0,False,True,False
THR124,-0.7733,water_H → protein,28709,N,6.712,0.2076,False,True,False
THR124,-0.7733,water_H → protein,28253,N,6.715,0.0,False,True,False
THR124,-0.7733,water_H → protein,12551,O,6.718,0.0,False,True,False
THR124,-0.7733,water_H → protein,28709,N,6.72,0.191,False,True,False
THR124,-0.7733,water_H → protein,27770,O,6.723,0.0,False,True,False
THR124,-0.7733,water_H → protein,22247,O,6.724,0.0,False,True,False
THR124,-0.7733,water_H → protein,25286,O,6.726,0.0,False,True,False
THR124,-0.7733,water_H → protein,15161,N,6.728,0.0,False,True,False
THR124,-0.7733,water_H → protein,3755,O,6.729,0.0,False,True,False
THR124,-0.7733,water_H → protein,20867,N,6.73,0.0,False,True,False
THR124,-0.7733,water_H → protein,26069,N,6.74,0.0,False,True,False
THR124,-0.7733,water_H → protein,14669,O,6.744,0.0,False,True,False
THR124,-0.7733,water_H → protein,23882,O,6.745,0.0,False,True,False
THR124,-0.7733,water_H → protein,10388,O,6.747,0.0,False,True,False
THR124,-0.7733,water_H → protein,10691,N,6.747,0.0,False,True,False
THR124,-0.7733,water_H → protein,17411,N,6.749,0.3629,False,True,False
THR124,-0.7733,water_H → protein,20783,N,6.752,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12251,O,6.754,0.0,False,True,False
THR124,-0.7733,water_H → protein,3434,O,6.755,0.0,False,True,False
THR124,-0.7733,water_H → protein,3959,N,6.758,0.0,False,True,False
THR124,-0.7733,water_H → protein,5390,O,6.758,0.0,False,True,False
THR124,-0.7733,water_H → protein,13178,O,6.77,0.0,False,True,False
THR124,-0.7733,water_H → protein,17723,O,6.771,0.0,False,True,False
THR124,-0.7733,water_H → protein,12260,O,6.772,0.0,False,True,False
THR124,-0.7733,water_H → protein,3521,O,6.774,0.0,False,True,False
THR124,-0.7733,water_H → protein,9041,N,6.775,0.0,False,True,False
THR124,-0.7733,water_H → protein,20867,N,6.775,0.0,False,True,False
THR124,-0.7733,water_H → protein,19718,O,6.777,0.0,False,True,False
THR124,-0.7733,water_H → protein,12893,O,6.779,0.0,False,True,False
THR124,-0.7733,water_H → protein,15158,O,6.782,0.0,False,True,False
THR124,-0.7733,water_H → protein,27596,O,6.787,0.3741,False,True,False
THR124,-0.7733,water_H → protein,10367,O,6.791,0.0,False,True,False
THR124,-0.7733,water_H → protein,20264,N,6.801,0.0,False,True,False
THR124,-0.7733,water_H → protein,20606,O,6.801,0.0,False,True,False
THR124,-0.7733,water_H → protein,8045,N,6.803,0.0,False,True,False
THR124,-0.7733,water_H → protein,25709,O,6.803,0.0,False,True,False
THR124,-0.7733,water_H → protein,7592,N,6.806,0.0,False,True,False
THR124,-0.7733,water_H → protein,25571,N,6.813,0.0,False,True,False
THR124,-0.7733,water_H → protein,18863,O,6.814,0.3411,False,True,False
THR124,-0.7733,water_H → protein,10406,O,6.818,0.0,False,True,False
THR124,-0.7733,water_H → protein,16904,O,6.819,0.0,False,True,False
THR124,-0.7733,water_H → protein,25265,O,6.82,0.0,False,True,False
THR124,-0.7733,water_H → protein,16898,O,6.821,0.0,False,True,False
THR124,-0.7733,water_H → protein,16211,O,6.824,0.0,False,True,False
THR124,-0.7733,water_H → protein,14852,O,6.826,0.0,False,True,False
THR124,-0.7733,water_H → protein,8111,O,6.828,0.0,False,True,False
THR124,-0.7733,water_H → protein,23330,O,6.829,0.0,False,True,False
THR124,-0.7733,water_H → protein,28316,O,6.833,0.0,False,True,False
THR124,-0.7733,water_H → protein,29384,O,6.833,0.0,False,True,False
THR124,-0.7733,water_H → protein,18443,O,6.839,0.0,False,True,False
THR124,-0.7733,water_H → protein,10163,O,6.84,0.0,False,True,False
THR124,-0.7733,water_H → protein,18167,O,6.843,0.0,False,True,False
THR124,-0.7733,water_H → protein,9845,N,6.845,0.0,False,True,False
THR124,-0.7733,water_H → protein,5630,N,6.857,0.0,False,True,False
THR124,-0.7733,water_H → protein,18062,N,6.859,0.0,False,True,False
THR124,-0.7733,water_H → protein,10730,N,6.86,0.0,False,True,False
THR124,-0.7733,water_H → protein,11723,O,6.86,0.0,False,True,False
THR124,-0.7733,water_H → protein,17702,O,6.862,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24824,O,6.865,0.0,False,True,False
THR124,-0.7733,water_H → protein,17045,N,6.866,0.0,False,True,False
THR124,-0.7733,water_H → protein,25217,N,6.868,0.0,False,True,False
THR124,-0.7733,water_H → protein,18290,N,6.871,0.0,False,True,False
THR124,-0.7733,water_H → protein,26996,O,6.871,0.0,False,True,False
THR124,-0.7733,water_H → protein,7649,O,6.874,0.0,False,True,False
THR124,-0.7733,water_H → protein,27449,O,6.877,0.0,False,True,False
THR124,-0.7733,water_H → protein,27770,O,6.877,0.0,False,True,False
THR124,-0.7733,water_H → protein,18629,O,6.883,0.0,False,True,False
THR124,-0.7733,water_H → protein,24932,N,6.884,0.0,False,True,False
THR124,-0.7733,water_H → protein,6335,O,6.885,0.0,False,True,False
THR124,-0.7733,water_H → protein,13373,O,6.887,0.0,False,True,False
THR124,-0.7733,water_H → protein,25892,N,6.887,0.0,False,True,False
THR124,-0.7733,water_H → protein,3338,N,6.89,0.3094,False,True,False
THR124,-0.7733,water_H → protein,12905,O,6.89,0.0,False,True,False
THR124,-0.7733,water_H → protein,4901,O,6.891,0.0,False,True,False
THR124,-0.7733,water_H → protein,19835,O,6.893,0.0,False,True,False
THR124,-0.7733,water_H → protein,9032,O,6.903,0.0,False,True,False
THR124,-0.7733,water_H → protein,16466,O,6.903,0.0,False,True,False
THR124,-0.7733,water_H → protein,28460,O,6.904,0.0,False,True,False
THR124,-0.7733,water_H → protein,25709,N,6.905,0.0,False,True,False
THR124,-0.7733,water_H → protein,17426,O,6.906,0.0,False,True,False
THR124,-0.7733,water_H → protein,29309,O,6.907,0.0,False,True,False
THR124,-0.7733,water_H → protein,18035,O,6.908,0.0,False,True,False
THR124,-0.7733,water_H → protein,17804,O,6.912,0.0,False,True,False
THR124,-0.7733,water_H → protein,21617,O,6.913,0.0,False,True,False
THR124,-0.7733,water_H → protein,25418,O,6.913,0.0,False,True,False
THR124,-0.7733,water_H → protein,17882,N,6.915,0.0,False,True,False
THR124,-0.7733,water_H → protein,28685,O,6.915,0.0,False,True,False
THR124,-0.7733,water_H → protein,6281,O,6.919,0.0,False,True,False
THR124,-0.7733,water_H → protein,28019,O,6.92,0.0,False,True,False
THR124,-0.7733,water_H → protein,28808,O,6.926,0.0,False,True,False
THR124,-0.7733,water_H → protein,20147,O,6.929,0.0,False,True,False
THR124,-0.7733,water_H → protein,12077,O,6.93,0.3651,False,True,False
THR124,-0.7733,water_H → LCA,24098,O,6.931,0.0,False,True,False
THR124,-0.7733,water_H → protein,3026,O,6.932,0.0,False,True,False
THR124,-0.7733,water_H → protein,19367,N,6.932,0.0,False,True,False
THR124,-0.7733,water_H → protein,6335,O,6.934,0.0,False,True,False
THR124,-0.7733,water_H → protein,21329,N,6.937,0.0,False,True,False
THR124,-0.7733,water_H → protein,7553,O,6.942,0.0,False,True,False
THR124,-0.7733,water_H → protein,28781,O,6.946,0.0,False,True,False
THR124,-0.7733,water_H → protein,18761,N,6.949,0.0,False,True,False
THR124,-0.7733,water_H → protein,19124,O,6.95,0.0,False,True,False
THR124,-0.7733,water_H → protein,6302,N,6.951,0.0,False,True,False
THR124,-0.7733,water_H → protein,5390,N,6.955,0.0,False,True,False
THR124,-0.7733,water_H → protein,8426,N,6.956,0.0,False,True,False
THR124,-0.7733,water_H → protein,25439,O,6.959,0.0,False,True,False
THR124,-0.7733,water_H → protein,17882,O,6.963,0.0,False,True,False
THR124,-0.7733,water_H → protein,25625,N,6.966,0.0,False,True,False
THR124,-0.7733,water_H → protein,28349,O,6.972,0.0,False,True,False
THR124,-0.7733,water_H → protein,10574,O,6.977,0.0,False,True,False
THR124,-0.7733,water_H → protein,10019,N,6.98,0.0,False,True,False
THR124,-0.7733,water_H → protein,24296,N,6.985,0.0,False,True,False
THR124,-0.7733,water_H → protein,17702,O,6.986,0.0,False,True,False
THR124,-0.7733,water_H → protein,18410,O,6.986,0.0,False,True,False
THR124,-0.7733,water_H → protein,17723,O,6.989,0.0,False,True,False
THR124,-0.7733,water_H → protein,26546,O,6.989,0.0,False,True,False
THR124,-0.7733,water_H → protein,10430,N,6.991,0.0,False,True,False
THR124,-0.7733,water_H → protein,13685,O,6.992,0.0,False,True,False
THR124,-0.7733,water_H → protein,16916,O,6.992,0.0,False,True,False
THR124,-0.7733,water_H → protein,6503,N,6.993,0.0,False,True,False
THR124,-0.7733,water_H → protein,6341,O,6.996,0.0,False,True,False
THR124,-0.7733,water_H → protein,6440,O,6.996,0.0,False,True,False
THR124,-0.7733,water_H → protein,9362,O,6.996,0.0,False,True,False
THR124,-0.7733,water_H → protein,14861,O,6.998,0.3865,False,True,False
THR124,-0.7733,water_H → protein,21701,O,7.0,0.0,False,True,False
THR124,-0.7733,water_H → protein,3959,O,7.004,0.0,False,True,False
THR124,-0.7733,water_H → protein,26120,O,7.006,0.0,False,True,False
THR124,-0.7733,water_H → protein,5642,O,7.011,0.0,False,True,False
THR124,-0.7733,water_H → protein,16388,O,7.011,0.0,False,True,False
THR124,-0.7733,water_H → protein,9563,O,7.012,0.0573,False,True,False
THR124,-0.7733,water_H → protein,28253,N,7.012,0.0,False,True,False
THR124,-0.7733,water_H → protein,13088,O,7.014,0.0,False,True,False
THR124,-0.7733,water_H → protein,22154,O,7.02,0.0,False,True,False
THR124,-0.7733,water_H → protein,9383,O,7.024,0.0,False,True,False
THR124,-0.7733,water_H → protein,24824,O,7.026,0.0,False,True,False
THR124,-0.7733,water_H → protein,15137,O,7.029,0.0,False,True,False
THR124,-0.7733,water_H → protein,23651,O,7.029,0.0,False,True,False
THR124,-0.7733,water_H → protein,18353,O,7.033,0.0,False,True,False
THR124,-0.7733,water_H → protein,23759,O,7.035,0.0,False,True,False
THR124,-0.7733,water_H → protein,26120,O,7.035,0.0,False,True,False
THR124,-0.7733,water_H → protein,12137,O,7.041,0.0,False,True,False
THR124,-0.7733,water_H → protein,21947,O,7.041,0.0,False,True,False
THR124,-0.7733,water_H → protein,13043,O,7.046,0.0,False,True,False
THR124,-0.7733,water_H → protein,29384,O,7.047,0.0,False,True,False
THR124,-0.7733,water_H → protein,9551,O,7.049,0.0,False,True,False
THR124,-0.7733,water_H → protein,23699,N,7.055,0.0,False,True,False
THR124,-0.7733,water_H → protein,7910,O,7.056,0.0,False,True,False
THR124,-0.7733,water_H → protein,15110,O,7.058,0.0,False,True,False
THR124,-0.7733,water_H → protein,25907,N,7.059,0.0,False,True,False
THR124,-0.7733,water_H → protein,29312,O,7.061,0.0,False,True,False
THR124,-0.7733,water_H → protein,18482,N,7.066,0.0,False,True,False
THR124,-0.7733,water_H → protein,18983,O,7.067,0.0,False,True,False
THR124,-0.7733,water_H → protein,10388,O,7.069,0.0,False,True,False
THR124,-0.7733,water_H → protein,22055,O,7.075,0.0,False,True,False
THR124,-0.7733,water_H → protein,3287,O,7.076,0.0,False,True,False
THR124,-0.7733,water_H → protein,8945,N,7.076,0.0,False,True,False
THR124,-0.7733,water_H → protein,10442,O,7.081,0.0,False,True,False
THR124,-0.7733,water_H → protein,28658,O,7.082,0.0,False,True,False
THR124,-0.7733,water_H → protein,13685,O,7.088,0.0,False,True,False
THR124,-0.7733,water_H → protein,20180,O,7.088,0.0,False,True,False
THR124,-0.7733,water_H → protein,29198,O,7.09,0.3401,False,True,False
THR124,-0.7733,water_H → protein,15158,O,7.092,0.0,False,True,False
THR124,-0.7733,water_H → protein,22595,O,7.095,0.0,False,True,False
THR124,-0.7733,water_H → protein,27359,O,7.097,0.0,False,True,False
THR124,-0.7733,water_H → protein,3287,O,7.103,0.0,False,True,False
THR124,-0.7733,water_H → protein,5720,O,7.104,0.439,False,True,False
THR124,-0.7733,water_H → protein,12137,O,7.104,0.0,False,True,False
THR124,-0.7733,water_H → protein,11555,O,7.108,0.0,False,True,False
THR124,-0.7733,water_H → protein,8039,O,7.11,0.0,False,True,False
THR124,-0.7733,water_H → protein,26228,O,7.11,0.0,False,True,False
THR124,-0.7733,water_H → protein,7799,O,7.117,0.0,False,True,False
THR124,-0.7733,water_H → protein,25217,O,7.117,0.0,False,True,False
THR124,-0.7733,water_H → protein,10799,O,7.118,0.0,False,True,False
THR124,-0.7733,water_H → protein,20864,O,7.13,0.0,False,True,False
THR124,-0.7733,water_H → protein,14258,O,7.133,0.0,False,True,False
THR124,-0.7733,water_H → protein,27929,N,7.135,0.0,False,True,False
THR124,-0.7733,water_H → protein,5477,O,7.147,0.0,False,True,False
THR124,-0.7733,water_H → protein,9845,N,7.151,0.0,False,True,False
THR124,-0.7733,water_H → protein,28781,N,7.152,0.0,False,True,False
THR124,-0.7733,water_H → protein,21770,O,7.166,0.0,False,True,False
THR124,-0.7733,water_H → protein,20921,O,7.167,0.0,False,True,False
THR124,-0.7733,water_H → protein,10430,N,7.172,0.0,False,True,False
THR124,-0.7733,water_H → protein,18035,O,7.181,0.0,False,True,False
THR124,-0.7733,water_H → protein,20117,O,7.185,0.0,False,True,False
THR124,-0.7733,water_H → protein,18701,O,7.188,0.0,False,True,False
THR124,-0.7733,water_H → protein,21998,O,7.188,0.0,False,True,False
THR124,-0.7733,water_H → protein,11093,O,7.189,0.0,False,True,False
THR124,-0.7733,water_H → protein,20144,O,7.195,0.0,False,True,False
THR124,-0.7733,water_H → protein,17045,O,7.196,0.0,False,True,False
THR124,-0.7733,water_H → protein,14927,O,7.2,0.323,False,True,False
THR124,-0.7733,water_H → protein,7799,N,7.201,0.0,False,True,False
THR124,-0.7733,water_H → protein,16595,O,7.204,0.0,False,True,False
THR124,-0.7733,water_H → protein,19367,O,7.215,0.0,False,True,False
THR124,-0.7733,water_H → protein,20594,N,7.219,0.0,False,True,False
THR124,-0.7733,water_H → protein,26432,O,7.222,0.0,False,True,False
THR124,-0.7733,water_H → protein,17057,O,7.228,0.0,False,True,False
THR124,-0.7733,water_H → protein,13088,O,7.229,0.0,False,True,False
THR124,-0.7733,water_H → protein,18746,O,7.229,0.0,False,True,False
THR124,-0.7733,water_H → protein,20864,O,7.229,0.0,False,True,False
THR124,-0.7733,water_H → protein,24932,O,7.233,0.0,False,True,False
THR124,-0.7733,water_H → protein,24329,N,7.238,0.0,False,True,False
THR124,-0.7733,water_H → protein,23012,O,7.249,0.0,False,True,False
THR124,-0.7733,water_H → protein,24332,O,7.259,0.0,False,True,False
THR124,-0.7733,water_H → protein,13688,N,7.262,0.0,False,True,False
THR124,-0.7733,water_H → protein,8948,O,7.265,0.0,False,True,False
THR124,-0.7733,water_H → protein,11261,O,7.269,0.0,False,True,False
THR124,-0.7733,water_H → protein,18584,O,7.269,0.0,False,True,False
THR124,-0.7733,water_H → protein,4205,O,7.271,0.0,False,True,False
THR124,-0.7733,water_H → protein,20594,O,7.271,0.0,False,True,False
THR124,-0.7733,water_H → protein,16718,O,7.273,0.0,False,True,False
THR124,-0.7733,water_H → protein,4481,O,7.275,0.0,False,True,False
THR124,-0.7733,water_H → protein,28460,O,7.275,0.0,False,True,False
THR124,-0.7733,water_H → protein,3026,N,7.276,0.0,False,True,False
THR124,-0.7733,water_H → protein,25232,O,7.287,0.2877,False,True,False
THR124,-0.7733,water_H → protein,6281,O,7.291,0.0,False,True,False
THR124,-0.7733,water_H → protein,25625,O,7.297,0.0,False,True,False
THR124,-0.7733,water_H → protein,16718,N,7.299,0.0,False,True,False
THR124,-0.7733,water_H → protein,25196,O,7.299,0.0,False,True,False
THR124,-0.7733,water_H → protein,22247,O,7.302,0.0,False,True,False
THR124,-0.7733,water_H → protein,18764,O,7.307,0.0,False,True,False
THR124,-0.7733,water_H → protein,11735,O,7.31,0.0,False,True,False
THR124,-0.7733,water_H → protein,26006,O,7.312,0.0,False,True,False
THR124,-0.7733,water_H → protein,21770,O,7.315,0.0,False,True,False
THR124,-0.7733,water_H → protein,9920,O,7.322,0.3411,False,True,False
THR124,-0.7733,water_H → protein,7505,O,7.327,0.0,False,True,False
THR124,-0.7733,water_H → protein,12278,O,7.328,0.0,False,True,False
THR124,-0.7733,water_H → protein,12251,O,7.329,0.0,False,True,False
THR124,-0.7733,water_H → protein,29312,O,7.333,0.0,False,True,False
THR124,-0.7733,water_H → protein,20138,O,7.336,0.0,False,True,False
THR124,-0.7733,water_H → protein,11735,O,7.342,0.0,False,True,False
THR124,-0.7733,water_H → protein,16022,O,7.349,0.0,False,True,False
THR124,-0.7733,water_H → protein,9542,O,7.351,0.0,False,True,False
THR124,-0.7733,water_H → protein,23759,O,7.352,0.0,False,True,False
THR124,-0.7733,water_H → protein,29309,O,7.355,0.0,False,True,False
THR124,-0.7733,water_H → protein,18482,O,7.36,0.0,False,True,False
THR124,-0.7733,water_H → protein,8966,O,7.362,0.0,False,True,False
THR124,-0.7733,water_H → protein,19082,O,7.364,0.0,False,True,False
THR124,-0.7733,water_H → protein,16358,O,7.367,0.0,False,True,False
THR124,-0.7733,water_H → protein,25220,O,7.371,0.0,False,True,False
THR124,-0.7733,water_H → protein,5423,O,7.373,0.0,False,True,False
THR124,-0.7733,water_H → protein,18062,O,7.379,0.0,False,True,False
THR124,-0.7733,water_H → protein,12251,O,7.382,0.0,False,True,False
THR124,-0.7733,water_H → protein,24824,O,7.386,0.0,False,True,False
THR124,-0.7733,water_H → protein,16883,N,7.39,0.0,False,True,False
THR124,-0.7733,water_H → protein,25907,O,7.401,0.0,False,True,False
THR124,-0.7733,water_H → protein,25097,O,7.404,0.0,False,True,False
THR124,-0.7733,water_H → protein,6503,O,7.429,0.0,False,True,False
THR124,-0.7733,water_H → protein,25265,O,7.435,0.0,False,True,False
THR124,-0.7733,water_H → protein,10691,O,7.436,0.0,False,True,False
THR124,-0.7733,water_H → protein,26282,O,7.436,0.0,False,True,False
THR124,-0.7733,water_H → protein,19772,O,7.438,0.0,False,True,False
THR124,-0.7733,water_H → protein,3899,O,7.442,0.0,False,True,False
THR124,-0.7733,water_H → protein,13832,O,7.443,0.0,False,True,False
THR124,-0.7733,water_H → protein,12278,O,7.445,0.0,False,True,False
THR124,-0.7733,water_H → protein,28349,N,7.451,0.0,False,True,False
THR124,-0.7733,water_H → protein,18638,O,7.452,0.1185,False,True,False
THR124,-0.7733,water_H → protein,8519,O,7.456,0.0,False,True,False
THR124,-0.7733,water_H → protein,15110,O,7.458,0.0,False,True,False
THR124,-0.7733,water_H → protein,14345,O,7.462,0.0,False,True,False
THR124,-0.7733,water_H → protein,22595,N,7.471,0.0,False,True,False
THR124,-0.7733,water_H → protein,21329,O,7.473,0.0,False,True,False
THR124,-0.7733,water_H → protein,16883,O,7.477,0.0,False,True,False
THR124,-0.7733,water_H → protein,16595,O,7.483,0.0,False,True,False
THR124,-0.7733,water_H → protein,4481,O,7.485,0.0,False,True,False
THR124,-0.7733,water_H → protein,8309,O,7.503,0.2499,False,True,False
THR124,-0.7733,water_H → protein,28253,O,7.503,0.0,False,True,False
THR124,-0.7733,water_H → protein,3413,O,7.516,0.0,False,True,False
THR124,-0.7733,water_H → protein,18443,O,7.523,0.0,False,True,False
THR124,-0.7733,water_H → protein,17057,O,7.527,0.0,False,True,False
THR124,-0.7733,water_H → protein,3026,O,7.531,0.0,False,True,False
THR124,-0.7733,water_H → protein,4901,O,7.531,0.0,False,True,False
THR124,-0.7733,water_H → protein,22154,O,7.542,0.0,False,True,False
THR124,-0.7733,water_H → protein,6815,O,7.546,0.0,False,True,False
THR124,-0.7733,water_H → protein,3872,O,7.547,0.0,False,True,False
THR124,-0.7733,water_H → protein,16718,O,7.55,0.0,False,True,False
THR124,-0.7733,water_H → protein,21557,O,7.551,0.0,False,True,False
THR124,-0.7733,water_H → protein,18062,O,7.554,0.0,False,True,False
THR124,-0.7733,water_H → protein,20264,O,7.56,0.0,False,True,False
THR124,-0.7733,water_H → protein,5720,O,7.562,0.3916,False,True,False
THR124,-0.7733,water_H → protein,11840,O,7.576,0.0,False,True,False
THR124,-0.7733,water_H → protein,28808,O,7.576,0.0,False,True,False
THR124,-0.7733,water_H → protein,18764,O,7.579,0.0,False,True,False
THR124,-0.7733,water_H → protein,11093,O,7.582,0.0,False,True,False
THR124,-0.7733,water_H → protein,7382,O,7.583,0.0,False,True,False
THR124,-0.7733,water_H → protein,6302,O,7.592,0.0,False,True,False
THR124,-0.7733,water_H → protein,5423,O,7.594,0.0,False,True,False
THR124,-0.7733,water_H → protein,10730,O,7.596,0.0,False,True,False
THR124,-0.7733,water_H → protein,7241,O,7.602,0.0,False,True,False
THR124,-0.7733,water_H → protein,15998,O,7.605,0.0,False,True,False
THR124,-0.7733,water_H → protein,16820,O,7.609,0.0,False,True,False
THR124,-0.7733,water_H → protein,26069,O,7.614,0.0,False,True,False
THR124,-0.7733,water_H → protein,8945,O,7.633,0.0,False,True,False
THR124,-0.7733,water_H → protein,23240,O,7.635,0.0,False,True,False
THR124,-0.7733,water_H → protein,23690,O,7.639,0.3181,False,True,False
THR124,-0.7733,water_H → protein,6842,O,7.641,0.0,False,True,False
THR124,-0.7733,water_H → protein,28781,O,7.653,0.0,False,True,False
THR124,-0.7733,water_H → protein,25571,O,7.654,0.0,False,True,False
THR124,-0.7733,water_H → protein,24296,O,7.657,0.0,False,True,False
THR124,-0.7733,water_H → protein,7790,O,7.659,0.0,False,True,False
THR124,-0.7733,water_H → protein,27455,O,7.659,0.0,False,True,False
THR124,-0.7733,water_H → protein,25418,O,7.662,0.0,False,True,False
THR124,-0.7733,water_H → protein,20921,O,7.664,0.0,False,True,False
THR124,-0.7733,water_H → protein,29537,O,7.669,0.0,False,True,False
THR124,-0.7733,water_H → protein,24272,O,7.677,0.1607,False,True,False
THR124,-0.7733,water_H → protein,25892,O,7.677,0.0,False,True,False
THR124,-0.7733,water_H → protein,8426,O,7.679,0.0,False,True,False
THR124,-0.7733,water_H → protein,29198,O,7.684,0.2694,False,True,False
THR124,-0.7733,water_H → protein,19601,O,7.686,0.4178,False,True,False
THR124,-0.7733,water_H → protein,6059,O,7.69,0.0,False,True,False
THR124,-0.7733,water_H → protein,14531,O,7.693,0.0,False,True,False
THR124,-0.7733,water_H → protein,24329,O,7.715,0.0,False,True,False
THR124,-0.7733,water_H → protein,26990,O,7.729,0.0,False,True,False
THR124,-0.7733,water_H → protein,17420,O,7.735,0.0,False,True,False
THR124,-0.7733,water_H → protein,28544,O,7.741,0.0,False,True,False
THR124,-0.7733,water_H → protein,14903,O,7.744,0.0,False,True,False
THR124,-0.7733,water_H → protein,17927,O,7.747,0.0,False,True,False
THR124,-0.7733,water_H → protein,5642,O,7.748,0.0,False,True,False
THR124,-0.7733,water_H → protein,4205,O,7.749,0.0,False,True,False
THR124,-0.7733,water_H → protein,5390,O,7.749,0.0,False,True,False
THR124,-0.7733,water_H → protein,12812,O,7.753,0.0,False,True,False
THR124,-0.7733,water_H → protein,4982,O,7.757,0.0,False,True,False
THR124,-0.7733,water_H → protein,9833,O,7.77,0.4082,False,True,False
THR124,-0.7733,water_H → protein,16358,O,7.771,0.0,False,True,False
THR124,-0.7733,water_H → protein,26678,O,7.785,0.0,False,True,False
THR124,-0.7733,water_H → protein,20828,O,7.787,0.0,False,True,False
THR124,-0.7733,water_H → protein,27455,O,7.787,0.0,False,True,False
THR124,-0.7733,water_H → protein,17411,O,7.789,0.4059,False,True,False
THR124,-0.7733,water_H → protein,17882,O,7.79,0.0,False,True,False
THR124,-0.7733,water_H → protein,28709,O,7.791,0.3385,False,True,False
THR124,-0.7733,water_H → protein,20867,O,7.796,0.0,False,True,False
THR124,-0.7733,water_H → protein,22013,O,7.812,0.0,False,True,False
THR124,-0.7733,water_H → protein,9041,O,7.822,0.0,False,True,False
THR124,-0.7733,water_H → protein,9551,O,7.825,0.0,False,True,False
THR124,-0.7733,water_H → protein,23699,O,7.839,0.0,False,True,False
THR124,-0.7733,water_H → protein,24065,O,7.844,0.0,False,True,False
THR124,-0.7733,water_H → protein,13532,O,7.849,0.0,False,True,False
THR124,-0.7733,water_H → protein,6503,O,7.856,0.0,False,True,False
THR124,-0.7733,water_H → protein,24098,O,7.869,0.0,False,True,False
THR124,-0.7733,water_H → protein,18761,O,7.87,0.0,False,True,False
THR124,-0.7733,water_H → protein,8045,O,7.871,0.0,False,True,False
THR124,-0.7733,water_H → protein,14345,O,7.882,0.0,False,True,False
THR124,-0.7733,water_H → protein,25196,O,7.899,0.0,False,True,False
THR124,-0.7733,water_H → protein,8147,O,7.902,0.0,False,True,False
THR124,-0.7733,water_H → protein,11402,O,7.905,0.0,False,True,False
THR124,-0.7733,water_H → protein,4874,O,7.915,0.0,False,True,False
THR124,-0.7733,water_H → protein,4874,O,7.919,0.0,False,True,False
THR124,-0.7733,water_H → protein,11402,O,7.92,0.0,False,True,False
THR124,-0.7733,water_H → protein,28358,O,7.935,0.0,False,True,False
THR124,-0.7733,water_H → protein,11060,O,7.947,0.0,False,True,False
THR124,-0.7733,water_H → protein,23240,O,7.948,0.0,False,True,False
THR124,-0.7733,water_H → protein,21779,O,7.967,0.0,False,True,False
THR124,-0.7733,water_H → protein,13688,O,7.975,0.0,False,True,False
THR124,-0.7733,water_H → protein,28709,O,7.978,0.1377,False,True,False
THR124,-0.7733,water_H → protein,7649,O,7.983,0.0,False,True,False
THR124,-0.7733,water_H → protein,9041,O,7.991,0.0,False,True,False
THR124,-0.7733,water_H → protein,25571,O,7.993,0.0,False,True,False
THR124,-0.7733,water_H → protein,16904,O,7.996,0.0,False,True,False
THR124,-0.7733,water_H → protein,15926,O,8.028,0.0,False,True,False
THR124,-0.7733,water_H → protein,8939,O,8.036,0.0,False,True,False
THR124,-0.7733,water_H → protein,23012,O,8.036,0.0,False,True,False
THR124,-0.7733,water_H → protein,8519,O,8.039,0.0,False,True,False
THR124,-0.7733,water_H → protein,15926,O,8.064,0.0,False,True,False
THR124,-0.7733,water_H → protein,10019,O,8.069,0.0,False,True,False
THR124,-0.7733,water_H → protein,18542,O,8.069,0.0,False,True,False
THR124,-0.7733,water_H → protein,25625,O,8.072,0.0,False,True,False
THR124,-0.7733,water_H → protein,28253,O,8.075,0.0,False,True,False
THR124,-0.7733,water_H → protein,3872,O,8.085,0.0,False,True,False
THR124,-0.7733,water_H → protein,7382,O,8.09,0.0,False,True,False
THR124,-0.7733,water_H → protein,16883,O,8.094,0.0,False,True,False
THR124,-0.7733,water_H → protein,7592,O,8.106,0.0,False,True,False
THR124,-0.7733,water_H → protein,7436,O,8.118,0.0,False,True,False
THR124,-0.7733,water_H → protein,19835,O,8.124,0.0,False,True,False
THR124,-0.7733,water_H → protein,24098,O,8.128,0.0,False,True,False
THR124,-0.7733,water_H → protein,13043,O,8.132,0.0,False,True,False
THR124,-0.7733,water_H → protein,27929,O,8.144,0.0,False,True,False
THR124,-0.7733,water_H → protein,20264,O,8.155,0.0,False,True,False
THR124,-0.7733,water_H → protein,24011,O,8.158,0.0,False,True,False
THR124,-0.7733,water_H → protein,8471,O,8.159,0.0,False,True,False
THR124,-0.7733,water_H → protein,7910,O,8.168,0.0,False,True,False
THR124,-0.7733,water_H → protein,16022,O,8.206,0.0,False,True,False
THR124,-0.7733,water_H → protein,21329,O,8.209,0.0,False,True,False
THR124,-0.7733,water_H → protein,3959,O,8.223,0.0,False,True,False
